15117,"Fish, tuna, fresh, bluefin, raw"
15129,"Fish, turbot, european, raw"
15147,"Crustaceans, lobster, northern, raw"
15149,"Crustaceans, shrimp, mixed species, raw (may have been previously frozen)"
15154,"Crustaceans, spiny lobster, mixed species, raw"
15157,"Mollusks, clam, mixed species, raw"
15164,"Mollusks, mussel, blue, raw"
15167,"Mollusks, oyster, eastern, wild, raw"
15171,"Mollusks, oyster, Pacific, raw"
15185,"Fish, tuna, white, canned in oil, without salt, drained solids"
15186,"Fish, tuna, white, canned in water, without salt, drained solids"
15236,"Fish, salmon, Atlantic, farmed, raw"
15238,"Fish, salmon, coho, farmed, raw"
15240,"Fish, trout, rainbow, farmed, raw"
15245,"Mollusks, oyster, eastern, farmed, raw"
15261,"Fish, tilapia, raw"
15266,"Fish, pollock, Alaska, raw (not previously frozen)"
15268,"Fish, cod, Pacific, raw (not previously frozen)"
16014,"Beans, black, mature seeds, raw"
16035,"Beans, kidney, royal red, mature seeds, raw"
16040,"Beans, pink, mature seeds, raw"
16055,Carob flour
16069,"Lentils, raw"
16071,"Lima beans, large, mature seeds, raw"
16074,"Lima beans, thin seeded (baby), mature seeds, raw"
16085,"Peas, green, split, mature seeds, raw"
16091,"Peanuts, spanish, raw"
16093,"Peanuts, valencia, raw"
16095,"Peanuts, virginia, raw"
16108,"Soybeans, mature seeds, raw"
16133,"Yardlong beans, mature seeds, raw"
16144,"Lentils, pink or red, raw"
16150,"Peanut butter, smooth, reduced fat"
16158,"Hummus, commercial"
16223,"Soymilk (All flavors), enhanced"
16397,"Peanut butter, chunk style, without salt"
16398,"Peanut butter, smooth style, without salt"
16399,"Peanut butter with omega-3, creamy"
16410,"Soybeans, mature seeds, roasted, no salt added"
16424,"Soy sauce made from soy and wheat (shoyu), low sodium"
16426,"Tofu, raw, firm, prepared with calcium sulfate"
16427,"Tofu, raw, regular, prepared with calcium sulfate"
17003,"Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw"
17009,"Lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw"
17013,"Lamb, domestic, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw"
17017,"Lamb, domestic, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw"
17021,"Lamb, domestic, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw"
17026,"Lamb, domestic, loin, separable lean only, trimmed to 1/4"" fat, choice, raw"
17032,"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw"
17039,"Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw"
17047,"Lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw"
17055,"Lamb, domestic, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, raw"
17064,"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw"
17070,"Lamb, New Zealand, imported, fore-shank, separable lean only, raw"
17074,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw"
17078,"Lamb, New Zealand, imported, loin chop, separable lean only, raw"
17082,"Lamb, New Zealand, imported, rack - partly frenched, separable lean only, raw"
17086,"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw"
18003,"Bagels, egg"
18005,"Bagels, cinnamon-raisin"
18007,"Bagels, oat bran"
18019,"Bread, banana, prepared from recipe, made with margarine"
18021,"Bread, boston brown, canned"
18025,"Bread, cracked-wheat"
18029,"Bread, french or vienna (includes sourdough)"
18030,"Bread, french or vienna, toasted (includes sourdough)"
18032,"Bread, irish soda, prepared from recipe"
18033,"Bread, italian"
18036,"Bread, multi-grain, toasted (includes whole-grain)"
18037,"Bread, oat bran"
18039,"Bread, oatmeal"
18041,"Bread, pita, white, enriched"
18042,"Bread, pita, whole-wheat"
18043,"Bread, protein (includes gluten)"
18044,"Bread, pumpernickel"
18047,"Bread, raisin, enriched"
18055,"Bread, reduced-calorie, wheat"
18057,"Bread, reduced-calorie, white"
18059,"Bread, rice bran"
18060,"Bread, rye"
18064,"Bread, wheat"
18066,"Bread, wheat bran"
18080,"Bread sticks, plain"
18239,"Croissants, butter"
18963,"Garlic bread, frozen"
18964,"Cinnamon buns, frosted (includes honey buns)"
18966,"Crackers, saltines, whole wheat (includes multi-grain)"
18967,"Bread, white wheat"
18968,"Bagels, wheat"
18973,"Focaccia, Italian flatbread, plain"
19296,Honey
19334,"Sugars, brown"
19335,"Sugars, granulated"
19336,"Sugars, powdered"
19340,"Sugars, maple"
19400,"Snacks, banana chips"
19902,"Chocolate, dark, 45- 59% cacao solids"
19904,"Chocolate, dark, 70-85% cacao solids"
19912,"Sweetener, syrup, agave"
20012,"Bulgur, dry"
20035,"Quinoa, uncooked"
20038,Oats
20040,"Rice, brown, medium-grain, raw"
20050,"Rice, white, medium-grain, raw, enriched"
20071,"Wheat, hard red spring"
20072,"Wheat, hard red winter"
20073,"Wheat, soft red winter"
20074,"Wheat, hard white"
20075,"Wheat, soft white"
20076,"Wheat, durum"
20080,"Wheat flour, whole-grain"
20081,"Wheat flour, white, all-purpose, enriched, bleached"
20082,"Wheat flour, white, all-purpose, self-rising, enriched"
20083,"Wheat flour, white, bread, enriched"
20084,"Wheat flour, white, cake, enriched"
20086,"Wheat flour, white, tortilla mix, enriched"
20087,"Wheat, sprouted"
20088,"Wild rice, raw"
20090,"Rice flour, brown"
20444,"Rice, white, long-grain, regular, raw, unenriched"
20446,"Rice, white, long-grain, parboiled, unenriched, dry"
20450,"Rice, white, medium-grain, raw, unenriched"
20452,"Rice, white, short-grain, raw, unenriched"
20466,"Semolina, unenriched"
25071,Rice crackers
27064,Wasabi
35015,"Blackberries, wild, raw (Alaska Native)"
42040,"Syrups, grenadine"
43154,"Alcoholic beverage, wine, cooking"
