01009,"Cheese, cheddar",Ser Cheddar,oz,35834,uncja (28 gram)
01009,"Cheese, cheddar",Ser Cheddar,cubic inch,35835,cal sześcienny
01009,"Cheese, cheddar",Ser Cheddar,slice (1 oz),35836,plaster (28 g)
01010,"Cheese, cheshire",Ser Chesire,gram,35837,gram
01010,"Cheese, cheshire",Ser Chesire,oz,35838,uncja (28 gram)
01012,"Cheese, cottage, creamed, large or small curd",Serek wiejski,gram,35839,gram
01012,"Cheese, cottage, creamed, large or small curd",Serek wiejski,oz,35840,uncja (28 gram)
01012,"Cheese, cottage, creamed, large or small curd",Serek wiejski,"cup, large curd (not packed)",35841,"szklanka, gruboziarnisty"
01012,"Cheese, cottage, creamed, large or small curd",Serek wiejski,"cup, small curd (not packed)",35842,"szklanka, cienkoziarnisty"
01013,"Cheese, cottage, creamed, with fruit",Serek wiejski z owocami,gram,35843,gram
01013,"Cheese, cottage, creamed, with fruit",Serek wiejski z owocami,oz,35844,uncja (28 gram)
01013,"Cheese, cottage, creamed, with fruit",Serek wiejski z owocami,cup (not packed),35845,szklanka
01014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","Serek wiejski, bez tłuszczu",gram,35846,gram
01014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","Serek wiejski, bez tłuszczu",cup (not packed),35847,szklanka
01014,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","Serek wiejski, bez tłuszczu",oz,35848,uncja (28 gram)
01015,"Cheese, cottage, lowfat, 2% milkfat","Serek wiejski, 2% tłuszczu",gram,35849,gram
01015,"Cheese, cottage, lowfat, 2% milkfat","Serek wiejski, 2% tłuszczu",oz,35850,uncja (28 gram)
01015,"Cheese, cottage, lowfat, 2% milkfat","Serek wiejski, 2% tłuszczu",cup (not packed),35851,szklanka
01016,"Cheese, cottage, lowfat, 1% milkfat","Serek wiejski, 1% tłuszczu",gram,35852,gram
01016,"Cheese, cottage, lowfat, 1% milkfat","Serek wiejski, 1% tłuszczu",oz,35853,uncja (28 gram)
01016,"Cheese, cottage, lowfat, 1% milkfat","Serek wiejski, 1% tłuszczu",cup (not packed),35854,szklanka
01017,"Cheese, cream",Serek śmietankowy,gram,35855,gram
01017,"Cheese, cream",Serek śmietankowy,tbsp,35856,łyżka
01017,"Cheese, cream",Serek śmietankowy,cup,35857,szklanka
01017,"Cheese, cream",Serek śmietankowy,"tbsp, whipped",35858,"łyżka, bity"
01017,"Cheese, cream",Serek śmietankowy,oz,35859,uncja (28 gram)
01017,"Cheese, cream",Serek śmietankowy,cubic inch,35860,cal sześcienny
01017,"Cheese, cream",Serek śmietankowy,"package, small (3 oz)",35861,"paczka, mała (85 gram)"
01018,"Cheese, edam",Ser Edam,gram,35862,gram
01018,"Cheese, edam",Ser Edam,oz,35863,uncja (28 gram)
01018,"Cheese, edam",Ser Edam,package (7 oz),35864,paczka (200 gram)
01019,"Cheese, feta",Ser Feta,gram,35865,gram
01019,"Cheese, feta",Ser Feta,"cup, crumbled",35866,"szklanka, pokruszony"
01019,"Cheese, feta",Ser Feta,oz,35867,uncja (28 gram)
01019,"Cheese, feta",Ser Feta,cubic inch,35868,cal sześcienny
01019,"Cheese, feta",Ser Feta,wedge (1.33 oz),35869,klin (36 gram)
01022,"Cheese, gouda",Ser Gouda,gram,35870,gram
01022,"Cheese, gouda",Ser Gouda,oz,35871,uncja (28 gram)
01022,"Cheese, gouda",Ser Gouda,package (7 oz),35872,paczka (200 gram)
01025,"Cheese, monterey",Ser Monterey,gram,35873,gram
01025,"Cheese, monterey",Ser Monterey,"cup, diced",35874,"szklanka, pokrojony w kostkę"
01025,"Cheese, monterey",Ser Monterey,"cup, shredded",35875,"szklanka, posiekany"
01025,"Cheese, monterey",Ser Monterey,oz,35876,uncja (28 gram)
01025,"Cheese, monterey",Ser Monterey,cubic inch,35877,cal sześcienny
01025,"Cheese, monterey",Ser Monterey,slice (1 oz),35878,plaster (28 g)
01025,"Cheese, monterey",Ser Monterey,package (6 oz),35879,paczka (170 gram)
01026,"Cheese, mozzarella, whole milk","Ser Mozarella, tłusty",gram,35880,gram
01026,"Cheese, mozzarella, whole milk","Ser Mozarella, tłusty","cup, shredded",35881,"szklanka, posiekany"
01026,"Cheese, mozzarella, whole milk","Ser Mozarella, tłusty",oz,35882,uncja (28 gram)
01026,"Cheese, mozzarella, whole milk","Ser Mozarella, tłusty",slices,35883,plaster (28 gram)
01027,"Cheese, mozzarella, whole milk, low moisture","Ser Mozarella, tłusty, w zalewie",gram,35884,gram
01027,"Cheese, mozzarella, whole milk, low moisture","Ser Mozarella, tłusty, w zalewie",oz,35885,uncja (28 gram)
01027,"Cheese, mozzarella, whole milk, low moisture","Ser Mozarella, tłusty, w zalewie",cubic inch,35886,cal sześcienny
01028,"Cheese, mozzarella, part skim milk","Ser Mozarella, chudy",gram,35887,gram
01028,"Cheese, mozzarella, part skim milk","Ser Mozarella, chudy",oz,35888,uncja (28 gram)
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie",gram,35889,gram
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie","cup, diced",35890,"szklanka, pokrojony w kostkę"
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie","cup, shredded",35891,"szklanka, posiekany"
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie",oz,35892,uncja (28 gram)
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie",cubic inch,35893,cal sześcienny
01029,"Cheese, mozzarella, low moisture, part-skim","Ser Mozarella, chudy, w zalewie",slice (1 oz),35894,plaster (28 g)
01032,"Cheese, parmesan, grated","Ser Parmezan, tarty",gram,35895,gram
01032,"Cheese, parmesan, grated","Ser Parmezan, tarty",cup,35896,szklanka
01032,"Cheese, parmesan, grated","Ser Parmezan, tarty",tbsp,35897,łyżka
01032,"Cheese, parmesan, grated","Ser Parmezan, tarty",oz,35898,uncja (28 gram)
01033,"Cheese, parmesan, hard","Ser Parmezan, twardy",gram,35899,gram
01033,"Cheese, parmesan, hard","Ser Parmezan, twardy",oz,35900,uncja (28 gram)
01033,"Cheese, parmesan, hard","Ser Parmezan, twardy",cubic inch,35901,cal sześcienny
01033,"Cheese, parmesan, hard","Ser Parmezan, twardy",package (5 oz),35902,paczka (140 gram)
01036,"Cheese, ricotta, whole milk","Ser Ricotta, pełnomleczny",gram,35903,gram
01036,"Cheese, ricotta, whole milk","Ser Ricotta, pełnomleczny",cup,35904,szklanka
01036,"Cheese, ricotta, whole milk","Ser Ricotta, pełnomleczny",cup,35905,szklanka
01037,"Cheese, ricotta, part skim milk","Ser Ricotta, chudy",gram,35906,gram
01037,"Cheese, ricotta, part skim milk","Ser Ricotta, chudy",cup,35907,szklanka
01037,"Cheese, ricotta, part skim milk","Ser Ricotta, chudy",oz,35908,uncja (28 gram)
01037,"Cheese, ricotta, part skim milk","Ser Ricotta, chudy",cup,35909,szklanka
01039,"Cheese, roquefort",Ser Roquefort,gram,35910,gram
01039,"Cheese, roquefort",Ser Roquefort,oz,35911,uncja (28 gram)
01039,"Cheese, roquefort",Ser Roquefort,package (3 oz),35912,paczka (85 gram)
01040,"Cheese, swiss","Ser, szwajcarski",gram,35913,gram
01040,"Cheese, swiss","Ser, szwajcarski","cup, diced",35914,"szklanka, pokrojony w kostkę"
01040,"Cheese, swiss","Ser, szwajcarski","cup, melted",35915,"szklanka, topiony"
01040,"Cheese, swiss","Ser, szwajcarski","cup, shredded",35916,"szklanka, posiekany"
01040,"Cheese, swiss","Ser, szwajcarski",oz,35917,uncja (28 gram)
01040,"Cheese, swiss","Ser, szwajcarski",cubic inch,35918,cal sześcienny
01040,"Cheese, swiss","Ser, szwajcarski",slice (1 oz),35919,plaster (28 g)
01049,"Cream, fluid, half and half","Śmietana, pół na pół",gram,35920,gram
01049,"Cream, fluid, half and half","Śmietana, pół na pół",fl oz,35921,uncja cieczy (60 ml)
01049,"Cream, fluid, half and half","Śmietana, pół na pół",tbsp,35922,łyżka
01049,"Cream, fluid, half and half","Śmietana, pół na pół",cup,35923,szklanka
01049,"Cream, fluid, half and half","Śmietana, pół na pół","container, individual (.5 fl oz)",35924,miarka (30 ml)
01050,"Cream, fluid, light (coffee cream or table cream)",Śmietana do kawy,fl oz,35926,uncja cieczy (60 ml)
01050,"Cream, fluid, light (coffee cream or table cream)",Śmietana do kawy,tbsp,35927,łyżka
01050,"Cream, fluid, light (coffee cream or table cream)",Śmietana do kawy,cup,35928,szklanka
01050,"Cream, fluid, light (coffee cream or table cream)",Śmietana do kawy,"container, individual",35929,miarka (30 ml)
01050,"Cream, fluid, light (coffee cream or table cream)","Śmietana, pół na pół",gram,35925,gram
01052,"Cream, fluid, light whipping","Bita śmietana, light",gram,35930,gram
01052,"Cream, fluid, light whipping","Bita śmietana, light","cup, whipped",35931,szklanka
01052,"Cream, fluid, light whipping","Bita śmietana, light","cup, fluid (yields 2 cups whipped)",35932,płynna
01052,"Cream, fluid, light whipping","Bita śmietana, light",tbsp,35933,łyżka
01053,"Cream, fluid, heavy whipping",Bita śmietana,gram,35934,gram
01053,"Cream, fluid, heavy whipping",Bita śmietana,"cup, whipped",35935,szklanka
01053,"Cream, fluid, heavy whipping",Bita śmietana,"cup, fluid (yields 2 cups whipped)",35936,płynna
01053,"Cream, fluid, heavy whipping",Bita śmietana,tbsp,35937,łyżka
01053,"Cream, fluid, heavy whipping",Bita śmietana,fl oz,35938,uncja cieczy (60 ml)
01054,"Cream, whipped, cream topping, pressurized","Bita śmietana, gotowa",gram,35939,gram
01054,"Cream, whipped, cream topping, pressurized","Bita śmietana, gotowa",cup,35940,szklanka
01054,"Cream, whipped, cream topping, pressurized","Bita śmietana, gotowa",tbsp,35941,łyżka
01055,"Cream, sour, reduced fat, cultured","Śmietana pasteryzowana, light",gram,35942,gram
01055,"Cream, sour, reduced fat, cultured","Śmietana pasteryzowana, light",tbsp,35943,łyżka
01055,"Cream, sour, reduced fat, cultured","Śmietana pasteryzowana, light",cup,35944,szklanka
01056,"Cream, sour, cultured",Śmietana pasteryzowana,gram,35945,gram
01056,"Cream, sour, cultured",Śmietana pasteryzowana,tbsp,35946,łyżka
01056,"Cream, sour, cultured",Śmietana pasteryzowana,cup,35947,szklanka
01057,Eggnog,Ajerkoniak,gram,35948,gram
01057,Eggnog,Ajerkoniak,cup,35949,szklanka
01057,Eggnog,Ajerkoniak,fl oz,35950,uncja cieczy (60 ml)
01057,Eggnog,Ajerkoniak,quart,35951,kwarta (950 ml)
01077,"Milk, whole, 3.25% milkfat, with added vitamin D",Mleko 3.2%,gram,35952,gram
01077,"Milk, whole, 3.25% milkfat, with added vitamin D",Mleko 3.2%,cup,35953,szklanka
01077,"Milk, whole, 3.25% milkfat, with added vitamin D",Mleko 3.2%,fl oz,35954,uncja cieczy (60 ml)
01077,"Milk, whole, 3.25% milkfat, with added vitamin D",Mleko 3.2%,tbsp,35955,łyżka
01077,"Milk, whole, 3.25% milkfat, with added vitamin D",Mleko 3.2%,quart,35956,kwarta (950 ml)
01078,"Milk, producer, fluid, 3.7% milkfat",Mleko 3.7%,gram,35957,gram
01078,"Milk, producer, fluid, 3.7% milkfat",Mleko 3.7%,cup,35958,szklanka
01078,"Milk, producer, fluid, 3.7% milkfat",Mleko 3.7%,quart,35959,kwarta (950 ml)
01079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Mleko 2%, z wit. A i D",gram,35960,gram
01079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Mleko 2%, z wit. A i D",cup,35961,szklanka
01079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Mleko 2%, z wit. A i D",fl oz,35962,uncja cieczy (60 ml)
01079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","Mleko 2%, z wit. A i D",quart,35963,kwarta (950 ml)
01080,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D",Mleko 2%,gram,35964,gram
01080,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D",Mleko 2%,cup,35965,szklanka
01080,"Milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin A and vitamin D",Mleko 2%,quart,35966,kwarta (950 ml)
01081,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D","Mleko 2%, z wysoką zawartością białka",gram,35967,gram
01081,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D","Mleko 2%, z wysoką zawartością białka",cup,35968,szklanka
01081,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D","Mleko 2%, z wysoką zawartością białka",quart,35969,kwarta (950 ml)
01082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Mleko 1% z wit. A i D,gram,35970,gram
01082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Mleko 1% z wit. A i D,cup,35971,szklanka
01082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Mleko 1% z wit. A i D,fl oz,35972,uncja cieczy (60 ml)
01082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",Mleko 1% z wit. A i D,quart,35973,kwarta (950 ml)
01083,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",Mleko 1%,gram,35974,gram
01083,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",Mleko 1%,cup,35975,szklanka
01083,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",Mleko 1%,quart,35976,kwarta (950 ml)
01084,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D",Mleko 1% z wysoką zawartością białka,gram,35977,gram
01084,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D",Mleko 1% z wysoką zawartością białka,cup,35978,szklanka
01084,"Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D",Mleko 1% z wysoką zawartością białka,quart,35979,kwarta (950 ml)
01085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Mleko 0% z wit. A i D,gram,35980,gram
01085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Mleko 0% z wit. A i D,cup,35981,szklanka
01085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Mleko 0% z wit. A i D,fl oz,35982,uncja cieczy (60 ml)
01085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",Mleko 0% z wit. A i D,quart,35983,kwarta (950 ml)
01087,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)",Mleko 0% z wysoką zawartością białka,gram,35988,gram
01087,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)",Mleko 0% z wysoką zawartością białka,cup,35989,szklanka
01087,"Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)",Mleko 0% z wysoką zawartością białka,quart,35990,kwarta (950 ml)
01088,"Milk, buttermilk, fluid, cultured, lowfat","Maślanka, light",gram,35991,gram
01088,"Milk, buttermilk, fluid, cultured, lowfat","Maślanka, light",cup,35992,szklanka
01088,"Milk, buttermilk, fluid, cultured, lowfat","Maślanka, light",fl oz,35993,uncja cieczy (60 ml)
01088,"Milk, buttermilk, fluid, cultured, lowfat","Maślanka, light",quart,35994,kwarta (950 ml)
01095,"Milk, canned, condensed, sweetened","Mleko skondensowane, słodzone",gram,35995,gram
01095,"Milk, canned, condensed, sweetened","Mleko skondensowane, słodzone",fl oz,35996,uncja cieczy (60 ml)
01095,"Milk, canned, condensed, sweetened","Mleko skondensowane, słodzone",cup,35997,szklanka
01096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Mleko skondensowane,fl oz,35999,uncja cieczy (60 ml)
01096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Mleko skondensowane,cup,36000,szklanka
01096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Mleko skondensowane,can (13 oz),36001,puszka (370 gram)
01096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",Mleko skondensowane,cup,36002,szklanka
01096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A","Mleko skondensowane, słodzone z dodatkiem witaminy D",gram,35998,gram
01097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","Mleko skondensowane, light",gram,36003,gram
01097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","Mleko skondensowane, light",fl oz,36004,uncja cieczy (60 ml)
01097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","Mleko skondensowane, light",cup,36005,szklanka
01097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D","Mleko skondensowane, light",cup,36006,szklanka
01102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",Mleko czekoladowe,gram,36007,gram
01102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",Mleko czekoladowe,cup,36008,szklanka
01102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",Mleko czekoladowe,fl oz,36009,uncja cieczy (60 ml)
01102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",Mleko czekoladowe,quart,36010,kwarta (950 ml)
01103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","Mleko czekoladowe, light",gram,36011,gram
01103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","Mleko czekoladowe, light",cup,36012,szklanka
01103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","Mleko czekoladowe, light",fl oz,36013,uncja cieczy (60 ml)
01103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D","Mleko czekoladowe, light",quart,36014,kwarta (950 ml)
01106,"Milk, goat, fluid, with added vitamin D",Mleko kozie,gram,36015,gram
01106,"Milk, goat, fluid, with added vitamin D",Mleko kozie,fl oz,36016,uncja cieczy (60 ml)
01106,"Milk, goat, fluid, with added vitamin D",Mleko kozie,cup,36017,szklanka
01106,"Milk, goat, fluid, with added vitamin D",Mleko kozie,quart,36018,kwarta (950 ml)
01116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","Jogurt naturalny, tłusty",gram,36019,gram
01116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","Jogurt naturalny, tłusty",container (6 oz),36020,pojemnik (170 gram)
01116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","Jogurt naturalny, tłusty",container (8 oz),36021,pojemnik (230 gram)
01116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","Jogurt naturalny, tłusty",container (4 oz),36022,pojemnik (115 gram)
01116,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce","Jogurt naturalny, tłusty",cup (8 fl oz),36023,szklanka
01117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Jogurt naturalny,gram,36024,gram
01117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Jogurt naturalny,container (6 oz),36025,pojemnik (170 gram)
01117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Jogurt naturalny,container (8 oz),36026,pojemnik (230 gram)
01117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Jogurt naturalny,container (4 oz),36027,pojemnik (115 gram)
01117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",Jogurt naturalny,cup (8 fl oz),36028,szklanka
01118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce","Jogurt naturalny, light",gram,36029,gram
01118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce","Jogurt naturalny, light",container (6 oz),36030,pojemnik (170 gram)
01118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce","Jogurt naturalny, light",container (8 oz),36031,pojemnik (230 gram)
01118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce","Jogurt naturalny, light",cup (8 fl oz),36032,szklanka
01124,"Egg, white, raw, fresh","Jajko, białko",gram,36033,gram
01124,"Egg, white, raw, fresh","Jajko, białko",large,36034,duże
01124,"Egg, white, raw, fresh","Jajko, białko",cup,36035,szklanka
01125,"Egg, yolk, raw, fresh","Jajko, żółtko",gram,36036,gram
01125,"Egg, yolk, raw, fresh","Jajko, żółtko",large,36037,duże
01125,"Egg, yolk, raw, fresh","Jajko, żółtko",cup,36038,szklanka
01138,"Egg, duck, whole, fresh, raw","Jajko, kacze",gram,36039,gram
01138,"Egg, duck, whole, fresh, raw","Jajko, kacze",egg,36040,sztuka
01139,"Egg, goose, whole, fresh, raw","Jajko, gęsi",gram,36041,gram
01139,"Egg, goose, whole, fresh, raw","Jajko, gęsi",egg,36042,sztuka
01140,"Egg, quail, whole, fresh, raw","Jajko, przepiórcze",gram,36043,gram
01140,"Egg, quail, whole, fresh, raw","Jajko, przepiórcze",egg,36044,sztuka
01141,"Egg, turkey, whole, fresh, raw","Jajko, indycze",gram,36045,gram
01141,"Egg, turkey, whole, fresh, raw","Jajko, indycze",egg,36046,sztuka
01145,"Butter, without salt","Masło, bez soli",gram,36047,gram
01145,"Butter, without salt","Masło, bez soli","pat (1"" sq, 1/3"" high)",36048,kawałek
01145,"Butter, without salt","Masło, bez soli",tbsp,36049,łyżka
01145,"Butter, without salt","Masło, bez soli",cup,36050,szklanka
01145,"Butter, without salt","Masło, bez soli",stick,36051,kostka
01146,"Cheese, parmesan, shredded","Ser Parmezan, wiórki",gram,36052,gram
01146,"Cheese, parmesan, shredded","Ser Parmezan, wiórki",tbsp,36053,łyżka
01151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",Mleko 0%,gram,36054,gram
01151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",Mleko 0%,cup,36055,szklanka
01151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",Mleko 0%,quart,36056,kwarta (950 ml)
01153,"Milk, canned, evaporated, with added vitamin A",Mleko skondensowane z wit. A,gram,36057,gram
01153,"Milk, canned, evaporated, with added vitamin A",Mleko skondensowane z wit. A,fl oz,36058,uncja cieczy (60 ml)
01153,"Milk, canned, evaporated, with added vitamin A",Mleko skondensowane z wit. A,cup,36059,szklanka
01156,"Cheese, goat, hard type","Ser kozi, twardy",gram,36060,gram
01156,"Cheese, goat, hard type","Ser kozi, twardy",oz,36061,uncja (28 gram)
01157,"Cheese, goat, semisoft type","Ser kozi, średni",gram,36062,gram
01157,"Cheese, goat, semisoft type","Ser kozi, średni",oz,36063,uncja (28 gram)
01159,"Cheese, goat, soft type","Ser kozi, miękki",gram,36064,gram
01159,"Cheese, goat, soft type","Ser kozi, miękki",oz,36065,uncja (28 gram)
01178,"Sour cream, reduced fat",Śmietana 30%,gram,36066,gram
01178,"Sour cream, reduced fat",Śmietana 30%,tablespoon,36067,łyżka
01178,"Sour cream, reduced fat",Śmietana 30%,cup,36068,szklanka
01179,"Sour cream, light",Śmietana 18%,gram,36069,gram
01179,"Sour cream, light",Śmietana 18%,tablespoon,36070,łyżka
01179,"Sour cream, light",Śmietana 18%,cup,36071,szklanka
01180,"Sour cream, fat free",Śmietana 12%,gram,36072,gram
01180,"Sour cream, fat free",Śmietana 12%,tablespoon,36073,łyżka
01180,"Sour cream, fat free",Śmietana 12%,cup,36074,szklanka
01186,"Cheese, cream, fat free","Serek śmietankowy, light",gram,36075,gram
01186,"Cheese, cream, fat free","Serek śmietankowy, light",tbsp,36076,łyżka
01225,Dulce de Leche,Masa kajmakowa,gram,36077,gram
01225,Dulce de Leche,Masa kajmakowa,tbsp,36078,łyżka
01230,"Milk, buttermilk, fluid, whole",Maślanka,gram,36079,gram
01230,"Milk, buttermilk, fluid, whole",Maślanka,cup,36080,szklanka
01236,"Ice cream, soft serve, chocolate",Lody czekoladowe,gram,36081,gram
01236,"Ice cream, soft serve, chocolate",Lody czekoladowe,cup,36082,szklanka
01256,"Yogurt, Greek, plain, nonfat","Jogurt Grecki, naturalny",gram,36083,gram
01256,"Yogurt, Greek, plain, nonfat","Jogurt Grecki, naturalny",container,36084,miarka (30 ml)
01284,"Yogurt, Greek, strawberry, lowfat","Jogurt Grecki, truskawkowy",gram,36085,gram
01284,"Yogurt, Greek, strawberry, lowfat","Jogurt Grecki, truskawkowy",container (5.3 oz),36086,pojemnik (150 gram)
01285,"Yogurt, Greek, strawberry, nonfat","Jogurt Grecki, truskawkowy, light",gram,36087,gram
